content,score
"Layanan lambat, jelek banget pelayanannya, dan mahal. nelfon customer service malah kita yang di marahi, cs nya gak ramah, don't use this app, this app very bad service",1
Tdi mau ngirim makanan tap dikirim paket ke mana lngsung keluar layar putih gk ada tulisan lanjutnya.tolong diperbaiki,5
"pernah pesen makanan pake gopay terus pas udh lama nunggu tb"" di cancel dari resto nya dan gopay ku ngga balikk",1
Gak bisa pin salah,2
Sistem kemanan sangat buruk..,1
Mantab murah,5
Kenapa sekarang udah enggak bisa top up kbm y..? Padahal saya suka baca kbm dan top up melalui gopay loh...,1
Berfungsi,5
"Aplikasi nya oke , sangat membantu",5
Bagus,5
lebih praktis,5
"aku udh 6tahunan pake gojeg,. sering banget disc makanya sering belanja/pergi. tp skrg kok jarang yah min apalagi goride,dikit bgt potongannya cuma 2k, makin kesini harusnya yg udh jadi pelanggan lebih di manjain 😄👍good job tp yah buat gojeg moga makin"" sukses per diskonan nya 🎉🎉",4
Banyak bonus,5
Sangat membantu dalam perjalanan banyak promo lagi 😁,5
Keren,5
Plat nya beda aplikasi sama nyata dan plat yang bukan daerah tangerang tapi bandung ...kurang safety karena di bawa muter muter bukan jalan besar,4
Sekarang susah banget diandelin. Padahal udah jauh-jauh aku ke solo buat cari makan anak istri malah jarang di kasih orderan.,2
kerwn,5
Sangat membantu,4
"APLIKASI TOLOL PADAHAL ADA SINYAL KUOTA BANYAK TAPI GAGAL KEBUKA TERUS, DENGAN ALASAN JARINGAN",1
baik,5
اللَّهُمَّ صَلِّ عَلَي سَيِّدِنَا مُحَمَّدٍ وَأَشْغِلِ الظَّالِمِيْنَ بِالظَّالِمِيْنَ وَأَخْرِجْنَا مِنْ بَيْنِهِمْ سَالِمِيْنَ وَعَلَي الِهِ وَصَحْبِهِ أَجْمَعِيْنَ,1
Kenapa si gojek saya sudah bayar tepat waktu gopayletternya tapi kenapa di blokir dan saya sudah sesuai pemakaian kemampuan saya sebulan hanya 200-400rb padahal limit saya 13jt saya sudah bayar tepat waktu terus malah sebelum jatuh tempo saya bayar,1
"apk tolol ga bisa tf, di bilang aktifitas tidak wajar",1
👍,5
Mantappp,5
Aman nyaman hanya sedikit saja masukan mungkin untuk ongkos supaya ga jauh beda Ama.sebelah,5
Good,5
Ok,5
Terima kasih,5
Mohon maaf pindah ke toko sebelah.. selisihnya lumayan skrg gojek harganya naik..lebih mahal dari toko sebelah :( padahal sering bgt pake .sehari PP pake ojek terus,1
Sangat membantu,5
Sangat membantu,5
sekarang kenapa ga bisa topup KBM lewat gopay,1
puasa sama semua pelayanan nya dari gojek sampe gofood 💗💗💗,5
Promonya mantap,5
"Ga pernah ada masalah dng Gopinjam..setelah lunas ga bisa dipakai...kemudian Gopay later di tambah limitnya dari 2 jt jadi 2,7...setelah dipakai belanja di Toped aman 3 hari kemudian tidak bisa dipakai ...tapi tiap hari notif tentang Gopaylater terus....hehehe ga bahaya ta...yang aneh stelah gopay later gak bisa dipake...tgl 21 Nov 2023 limit ditambah lagi jadi 3,6 jt..tapi juga tetap gak bisa dipake..hehehe..aplikasi bosok..iki...terjadi lagi setelah limit Gopaylater di Blokir...",1
GOCAR SUKA PILIH PILIH PERJALAN PENUMPANG. HARUSNYA SEMUA PENUMPANG WAJIB DI AMBIL JANG DI PILIH PILIH RUTE TUJUANNYA,1
Terbaik,5
Aplikasi eror ga bisa top up ga bisa pesen apa 2 stuk loading,1
Mantap,5
Bagus sekali,5
good,5
Lumbang pukie kenapa tra bisa kirim ke Papua ini sa pengen sekali pesan ini tapi tra bisa cukup sinyal saja susah jangan makanan,1
Saya merasa di tipu oleh pihak gojek,1
"Mengecewakan gojek/gocar sekarang. Yang dipesan gocar tp yang datang Bluebird & Tarif/aHarga berbanding TERBALIK.Naik Bluebird hampir 500 Rb ke Bojongsari Depok..tp kl naik gocar TIDAK sampai 250 rb Utk pelanggan gocar HINDARI "" TAKSI BLUEBIRD ""Krn Harga/Tarif TIDAK SESUAI KENYAATAN.Jika Taksi Bluebird yang DATANG? "" CANCEL "" aja,MERUGIKAN PELANGGAN/PENUMPANG!!! CANCEL kl Taksi Bluebird yang Datang utk TUJUAN kemanan pun jika TIDAK MAU RUGI!!!! Sekali lagi saya INGATKAN,""CANCEL*!!!!!!",1
Bagus,4
Gopay later sudah di lunasin tapi gk bisa di pake lagi aneh + ongkos sekarang makin mahal gila,1
"puluhan x pake gofood, selalu susah cari driver. ujung ujungnya cancel dari aplikasi. kecewa. besok uninstal aja",1
bagus,5
"Beberapa kali ternyata Resto udah tutup permanen, gimana ini?",4
Bagus,5
"Sangat membantu,cepat n mudah",5
Tolong dong pihak gojek saya daftar dari 2019 sampe sekarang gak pernah di panggil,5
"Telat 3 hari dendanya 50.000 itu sangat tidak wajar , lebih 3 hari ada tambahan 30.000 . Wahh Gilak sih mending gausah ada gopaylater kalo ujung2 nya tidak membantu",1
Tes dulu,2
Goodapp,5
keren,4
"Driver primitif, gak segan-segan minta uang tip. Udh gitu ngomong mulu sepanjang jalan. Hadehhh",1
mantap om😁😁,5
"Sangat membantu, mempercepat dalam menghemat waktu.",5
Ojolnya ramah,5
"apaan sih.. mesen makan aja lama bgd udah nunggu hampir sejaman malah driver sibuk dll, apa x. gak jelas",1
"Buatin dong metode OTP saat login bukan cuma SMS, lebih bagus lagi bisa kirim lewat whatsapp",3
Ok,5
Semoga berhasil,5
KARYA ANAK BANGSA WAJIB DI DUKUNG,5
Simple,5
maps nya gak pernah bener,1
"sejak versi terbaru, pemesanan (go-food) tidak bisa dibatalkan membuat pengguna menjadi bingung untuk kejelasan transaksi. mohon dipertimbangkan hal-hal sepele dan bodoh seperti ini!",1
Puas,5
Oke Gas,5
Good job,5
orange ramah menyenangkan,5
Masukan untuk titik map nya bisa lebih di perbaiki supaya akurat,5
Top,5
Memuaskan,5
Sangat Mudah Dan Membantu Saya Untuk Jalan Pulang..,4
Ok,1
❤️,5
Selalu siap siaga antar jemput,4
"Proses lambat, kukira karna sinyal ternyata sinyal bagus tapi proses transfer lambat",1
"Sedih, tiba tiba gak bisa di pake aplikasi nya karena terdeteksi pemakaian yg tidak biasa. Alasannya ga jelas, kurang terperinci. Padahal selama ini gojek sangat membantu.",5
promo2 kalah sama GRAB.. UI/X lebih enak yg lama. user bisa melihat perjalan driver saat gofood,1
Pelit diskon njir tahun baru gak ada diskon gofood kikir 😌,1
Keren,5
"Gatau lagi, pesan makan dari jam 19.30 terus aja di undur undur sampai jam 22 😅",5
Sangat menyenangkan,5
Good,5
Gojek mahal banget beda dengn aplikasi sebelah lebih murah,2
👍,5
Puas GK ngecewain selama pake aplikasi gojeg mksh,5
sangat membantu,5
Pesan gofood yang tadinya laper bgt sampe gak mood buat makan akibat lama dapet driver.gojek makin kesini pelayanan nya semakin lelet ditambah drivernya mengeluh hanya dibayar 5ribu.emang itu urusan saya?makin ga nyaman pakai gojek,1
"Saya pesan GO-FOOD berulang kali tetapi estimasi waktu yg diberikan tidak berjalan Ditambah susah mencari driver dan di cancel terus, padahal sdh nunggu lebih dr satu jam tapi estimasi waktu tidak berubah Benar benar membuat Coustemer jera!!",1
Bagus sekali,5
Sekali masuk pasti ketagihan,5
Mantap,5
"Kalau perusahaan yang banyak menipu hasil driver dan pembayaran nya, dan bayak melakukan kecurangan biaya kepada customer , akhir nya buat app pun seperti di kerjakan oleh tangan² haram,, makin hari makin tidak becus semua kerja karyawan dan teknisi perusahaan GoTo",1
Pokoknya keren,5
Kerennn,5
More Good Services. Excellent,5
dc nagihnya sangat tidak ramah,1
Bagus,5
mantap,5
okay mantap,5
"Kurang ramah, di minta solusi malah tutup chat cs aneh",1
Sangat membantu,5
sangat sangat mengecewakan,1
"gojeg bego bisa 2 drop orderan sekaligus, kalau makanan yang dibawa eskrim terus ngedrop ke yang lain dulu eskrim tu cair lah, kalau bawa masakan masakanya adem lah itu ga panas lagi, otw uninstal",1
Trimakasih sudah membantu saya BAPAK 🙏,5
"Halo tim gojek, minta tolong dong ini kenapa ya udah sekitar 2 bulan lebih akun gopay saya di review",2
Memudahkan segala jenis keperluan dari transportasi hingga makanan!!!,5
"Coba deh gojek tambahin fitur gosend pake mobil,karna kadang kirim pake motor itu ngga muat.kalau pesen pake gocar drivernya kebanyakan rewel padahal kita selalu kasih uang tip.selebihnya udah oke",3
Saat Lapar ingat Gojek/Gofood,5
Sangat membantu....pokoknya top,5
Mantap,5
"Ada pilihan untuk rubah rute, sehingga driver biasanya meminta untuk ubah rute agar harga lebih mahal. Jika harga tetap meskipun sudah ubah rute driver biasanya kesal/marah. Tolong untuk dihapus aja pilihan ubah rutenya",1
Ok,5
Terimakasih,5
"Klu gk niat ngasih promo gk usah sok masang promo buat user.. ujung""nya gk dapet driver stelah berjam"" nunggu..",1
Ongkir gofood nya kemahalan mana g bisa pake promo kalo pembayarannya tunai,2
"Kecewa banget sama gojek, kalau pesan makan gak pernah sesuai dengan estimasi. Estimasi 32-42 menit tapi sampainya lebih dari 2 jam, di batalkan juga gak bisa",2
🔥🔥👍,4
Mesen makan. Sampai 1 jam lebih gk dpt driver. Pesen lagi sama sejam gk dpt driver. Ini bisa gak di ubah waktunya.. maximal 15 sampai 20 menit gitu. Kalau gk dpt driver langsung batal pesanan. Capek banget udah kelaperan lagi. Bikin emosi,1
Sangat membantu diwaktu males masak dan keluar rumah🫰,5
"Not good, sekarang lama banget estimasi nya, dan sering banget lo buat ganti ganti driver seenaknya jadi makin lama nunggunya,masa makanan deket bisa sampe 2 jam hdehh",1
"Woi bedanya XL sama Gocar biasa apa sih, yang datang mobilnya sama aja Calya,",1
"kenapa sih aneh banget, awalnya saya mau beli makanan terus dapat promo pengguna baru, tapi belum sempat pesan promonya hilang gitu aja. Yang jelas dong, mana saya sudah isi saldo gopay lagi, mau di ambil lagi harus gopay plus males bgt.",1
Gimana sih ini gopay saya 3x kali isi top up bca flash gak ad yang masuk tapi saldo GO-PAY terpotong udh berhari-hari saya cek saldo bca flash saya tapi tetap tidak ad isinya,1
Mantab,5
"2025 Makin Bod*k,order makan sudh Nunggu 1 jam malah Di batal Kan, Bangs*t.. app CACAT",1
Tae,1
Ok,5
wahh enak gojek sih buat order makanan,5
Kecewa sama gojek. Masak baru order dengan biaya 12 ribu. Tiba2 saja harga berubah jadi 15 ribu. Apa memang sperti itu customer selalu di prank soal harga. Jadi malas pakai gojek.,1
Entah ada masalah apa kenapa tiba-tiba gopay later ku d blokir padahal saya sudah 5 thn memakai pay later .. Pembayaran selalu tepat waktu... Terima kasih yg go jek telah membantu saya selama ini semoga kedepannya gojek makin sukses,2
"Pesan gofood susah banget dapat driver nya, tolong di perbaiki kualitas nya",2
"Fitur gojek mobil ini gimana si? Padahal sy sudah cancel pesanan saya tetep saja nyamperin, emg gada notifnya?.",2
Oke mantap promonya,5
Semenjak ada ongkir hemat makin lama dapet yang reguler.. Gojek gojek,1
tepat waktu,5
Mantap,5
"Saya dan teman2 Saya dikantor sering order gofood yg dekat dari kantor. Ongkir 14.000. Dan rata² driver selalu chat mengatakan kalau yg diterima driver hanya 5.000. Berarti gojek dapet 9.000. Besar sekali potongannya. Dan ini bukan sekali 2 kali. Hampir setiap order gofood, para driver sering mengeluh hanya dibayar 5.000. Apa kalian juga pernah dapat driver yg seperti itu ?",1
"TRANSPORTASI APAAN,PESEN AJA GABISA",1
Ok,5
Selama menggunakan aplikasi ini ngga pernah ngerepotin dan baik² saja,5
banyak promonya,5
Pengalaman saya untuk pemakaian aplikasi ini sudah bagus hanya saja tolong berikan diskon khusus bagi pelajar terutama SMA seperti mendapatkan diskon dengan menunjukkan kartu pelajar... Karena harga gojek kadang naik dan turun yang menyebabkan pengeluaran yang lebih kepada pelajar,4
Bagus,5
semakin susah dapat driver,1
Lumayan lah,5
"Bagus dan di tingkatkan lagi, seperti kebersihan dan helm untuk penumpang nya lebih di perhatikan lagi kebersihan nya. Tks",5
Tolong dong di upgrade sistem go food. Saya sudah menunggu lama tp malah tidak dapat driver akhirnya pesanan dibatalkan dan saya harus menunggu lama lagi.,2
Bagus,5
Sangat menolong di saat kita butuh bantuan.,5
Sat set. ..on time...,5
Sangat baik,5
"Sistem aplikasinya gajelas, ada jalan utama yang lebih cepet jaraknya cuma 3km dri lokasi yang dituju malah milih jalan alternatif yang lebih jauh 6km",1
Tidak puas dengan aplikasi ini ..sangat menyesatkan,1
Siplah pokoknya,5
Sangat bermanfaat,5
aplikasi rakus yang di maki maki konsumen kita bayar mahal driver dapet separonya yg kena semprot konsumen. moga tobat dah gojek,1
Maknyus,5
Aplikasi favorit,5
bagus,5
Sudah,5
Baru pakai go pay later akunnya sudah di review bayrnya juga ga telat. Apalagi go pinjam ga bisa tarik dana bayarnya juga ga telat. Baru nyoba udah ga nyaman,2
"bagus, transportasi cadangan umum",5
Sangat membantu dan baik,5
cool,5
Good,5
Mantap dan cepat,5
Goodddd,5
Mau kirim gosend dipersulit kan,2
ok,5
"Yang suka cancel orderan makanan bayar pake gopay tolong dong langsung hilangin ajah akun nya,makanan udh beres di resto malah di lempar sana sini alhasil makanan jadi dingin,satu lagi gausah ngemis pake emot di gojek,heran gw jiji liat nya gausah di kasih emot ngemis minta2 gojek ga mampu gajih karyawan apa gimana",3
Butuh cepat,3
"PENIPU,NGASIH VOUCHER WDP GRATIS CASHBACK 100% MALAH UANGNYA GA BALIK,DASAR APK SAMPAH ANJ",1
Bagus dan bermanfaat,5
"Sudah pilih pengiriman paket yg paling mahal agar datang tepat waktu,, malahan datangnya 1 jam setsra dengan paket ekonomis,, coba pilih paket ekonomis, udh lama nunggu,, tb tb driver pada sibuk,, 🤣 saat melakukan orderan alangkah baiknya di berikan komfirmasi apakah dpt driver dlu apa blom,, masak setelah sejam nunggu, bru di info driver sibuk,, sebelum nya, makanan ada di siapkan dengan sepenuh hati,,",1
Sangat baik,5
Mantap,5
kalo tidak ada driver gofood diarea sekitar mending langsung ditolak orderan gofoodnya.udah nunggu sejam lebih eh tetiba gofood dibatalkan otomatis udah kejadian 2x,1
Banyakin promo potongan harga lg dongg hehe,5
tolong diperbaiki bug nya sy mau ngubah detail dikit pesanan ga keubah ubah masa harus diubah dari awal terus,3
Nyari driver nya susah banget,2
"Apasih udah sejaman masih aja belum sampai makanan, gak sampe 2KM loh jarak resto sama lokasi saya. Driver kalian kalo gak niat kerja gak usah di idupin aplikasinya.",1
okeh,5
Bagus aplikasi yah sangat membatu,5
"bangke ni gomartnya, nyari liquid/pod aja dipersulit. udah mah gofoodnya pelit voucher diskon, gk kayak shopeefood yg ngasih voucher bejibun login awal susah masuk.",1
Jangan banyak error udah gitu aja,5
"Sering ngebug, gw udah berkali kali nyoba promo gofood, pas mo checkout gw cek lagi tuh(pas jam 1 siang), promonya bisa dipake !!!!!!, terus pas gw top up gada 5 menit tu promo ilang babi, udh gw coba instal ulang juga ga bakal balik, emg setan",1
Selalu ada dan banyak promo nya,5
Saya kecewa dengan pihak gojek dikarenakan top up Flazz BCA saya belum masuk walaupun transaksinya sukses tapi saldo belum diterima,1
"good, just that",4
"Sistem pembayaran praktis, naek kereta, naek gojek mudah...",5
Gofood oke,5
Ada produk g enak skip ongkir mhl mls,1
aplikasinya sangat simple dan gampang dimengerti,5
tepat waktu,5
Penjemputan cepat,5
ok,5
"Sangat membantu, Terimakasih",5
Mantap,5
Good Apk.,4
"Sistem gofood ribet dan merugikan pembeli dari segi waktu, sudah nunggu makanan lama tapi ujung ujungnya tidak dapat driver",1
Aplikasi ngga amanah saldo gopay saya hilang,1
Iya,5
Gojek skrg mahal jd males deh,3
Mantabbb banget,5
Membantu kegiatan sehari-hari,5
"Jangan beri ruang untuk saingan mu jadikan dirimu nomer 1 di indonesia jek stay in gojek, arahan sedikit tolong kurangi pemasukan ke kantong pribadi anda jadi senantiasa costumer lebih murah dan mendapatkan perjalanan lebih baik, aman, dan nyaman",5
Terbantu sekali dengan gojek,5
Driver gojek rata2 ngeyel,1
Oke banget....,5
Aplikasi ini sangat membantu ketika lagi laper hahaha,4
Mantap poko na mah,5
Mantep aplikasi gojek perlu tingkatkan pengajuan go pinjam di cepat buat customer,5
Kecewa sama gojek status berhasil tapi di cek belum masuk saldonya,1
Good,5
aman....nyaman...dan sopan..🙏🙏🙏🥰🥰,5
Gojek sekarang ngawur driver menolak antar terus,1
"Gojek ini banyak boong ,di bilang 1mnt lgi sampai tanya di undur jadi 4 mntt ,apa begitu cobaa ,banyak nipu nya,GK sesuai y di promosiin tolol emng",1
Top,5
Nyaman,4
"Drivernya pada kenapa sih, ngulang pesen sampe 5kali gak ada yg mau ambil orderan gofood ku, padahal sering banget liat driver gojek pada mangkal, sesantai itu drivernya tapi gak ada yg mau ambil orderanku",3
Mantap 👍,5
"driver nya tidak bisa diandalkan semua, posisi cepet² mau telat tp suruh ganti driver terus, ada yang makan lah ada yang inilah itulah",1
"Udah nunggu lama 2x pula , tiba2 dibatalkan",1
Dengan gojek jadi lebih enak mau kemana dan mau makan apa aja,5
Sangat membantu,5
Kenapa akun saya sangat sulit mendapat orderan.tolong buat istri sama anak buat cari nahkah salam satu aspal,5
mantap,5
"Khusus nya gocar gocar yang ada di daerah tajur,ciawi,cisarua,puncak .driver nya pada aneh masa pada banyak alasan mending gk usah pada narik kasian custamer nya nunggu kelamaan ujung ujung minta di cencel atau di minta argo tambahan gk mau sesuai aplikasi tolong di perbaiki pelayanan nya khusu ny gocar yang di daerah tersebut driver manja manja. Gk usah pada narik sekalian!!!",1
Untuk gofood tolong aplikasi nya tampilan nya mudah di mengerti . Diskripsi harus lebih jelas juga . Muter muter tampilan menu,2
Cepat,5
Menyenangkan dan murah,5
Sangat mudah dan membantu,5
Lumayan,4
Ok,5
Sangat mudah untuk cari orderan,5
Quick respon ke lokasi penjemputan. Keep going good job 👍,5
good,5
Lebih ditingkatkan guna kesejahteraan driver,5
"udah setahun verifikasi wajah bobrok kok gk dibenerin , uang yg saya taruh di GOTO buat apaan emang?????",1
Lumayan bagus,4
Nice,5
Ngebantu banget beneran.. apalagi go mart nya n go foodnya pas bgt buat mageran kaya aku,5
mantab,5
"Knpa sy kasih bintang sedikit,baru jatuh tempo sehari aja dendanya udh Rp50 ribu trus juga dtlponin mlulu sama phak spam2 kagak jelas,klo bisa kurangin dendanya baru satu hari lewat kaya kebakaran jengot dtlponin mlulu pihak2 kgak jelas",1
Mantap,5
Membantu,5
Mahal ongkosnya....,1
ok,5
Banyak driver nyaain batal saja,1
Terima kasih.,5
Gojek emang mantab,5
Sangat membantu,5
Go send ngelawak atau gimna.. mau pesen pake voicher di akhir ada bacaan eh ada perubahan harga karna lagi rame.. di hapus lah vocer nya.. masih aja kek gtu.. trus kidu piee.,1
"Admin saya mau ganti nomer telpon pada aplikasi selalu tidak bisa kenapa ?,",4
Aplikasi ini sangat membantu,5
Banyak dikasi Promo tpi ribet bgt syaratnya dan cara pakenya.,3
Terimakasih banyak,5
Susah dpt Driver go car yg baik di apk ini . Singkat crita pesen gocar XL dpt mobil yg kursi blkng kcil parahhhh,1
Alasan cuma tidak mendapatkan driver krn banyak orderan. Preeeeet. Lihat pake mata coy. Driver duduk di sadel motor. Mereka pilih2 krn tidak tidak sesuai tarif. Carinya yg tarif 1 jutaan krn pemotongan sistem tidak imbang. Biar admin tau aja. Semua mrngeluh. Tarif naik. Dasar driver malas ya malas. Makanya pilih driver yg profesional kayak MAXIM. Hujan tetap datang menjawab. Ada sopan santunnya. Tp driver goride zooonk,1
Bagus,5
Baik,5
Ok,5
Terus berusaha,5
aplikasi ribet.,1
Pelit diskon,1
GK jelas driver nya,1
Josss,5
Mantaappppp terbaikkk,5
Mantap,5
Sangatmembantu boz,5
Mantul banget aplikasinya...mudah digunakan...semoga lebih baik lagi dikemudian hari...Siippp,5
👍,4
mudah aman gampang prosesnya,5
"Voucher hilang dalam sekejap setelah mengisi saldo gopay, yang tadinya saya hanya membayar 31k menjadi 56k, gaada kejelasannya sama sekali, untung belum di pesan jika sudah ya rugi.",1
Gojek EMG the best ...,5
Mantap,5
Sangat Membantu Buat Sehari-Hari.,4
sering-seringlah vocher ya,5
Gacor,5
Mantaph,5
Banyak driver ngeluh di bayar 5000 padahal customer bayar ongkir mahal....ada yaaaa aplikator Setega itu sama mitra nya yg jelas ² membuat nama gojek dri awal ada sampai sekarang... bagaimana ini presiden Prabowo tolong berikan perlindungan hak hak mereka,1
Aplikasi terbaik,5
mantaao,5
Mkin aneh anj masa hrs nunggu 60 menit lgi butuh bgt jga,1
"Benci banget sama layanan gofood sekarang, gabisa dicancel nunggunya ga ngotak. Pas saya cek ke restoran langsung, padahal restoran sepi dan banyak ada driver. Ini bagaimana orang yang memesan makanan menunggu sampai 2 jam, itu pun tidak pasti dapat driver Dimana manfaat aplikasi untuk mempermudan pengguna? Bukanya lebih trbantu malah merepotkan Sangat Mengecewakan!",1
"CS tidak responsif, lama sekali membalasnya. Ditanya kelanjutan mengenai proses investigasinya tidak dijawab-jawab. Katanya suruh nunggu update eh malah laporannya ditutup.",1
Mantap bos,5
"Ganti rute perjalanan di tengah jalan malah kena denda 15.000 eh ditambahin lagi biaya aplikasi 10.000, dasar elit perusahaan otak udang, kepiting kikir! Bikin kebijakan baru gk kasih pengumuman apapun ke customer. Giliran di komplain malah kasih angka yang gk masuk akal. Jam padat apanya, jelas-jelas harga di aplikasi cuma beda beberapa ribu dari harga awal 48rb. Masa di aplikasi 56,500 saya malah harus bayar 81,500 (belum termasuk denda). Jarak kedua rute sama-sama 10km sekian, gk logis. Cuih",1
Gofood mahal .. Orderan dominan masuk kegoceng n slot,1
Aplikasi daring multifungsi yang sangat efektif dan hemat.,5
Mantap terimakasih saya dapet promo yg sangat gila,5
Ok,5
Jos,5
aplikasi ga berguna.,1
"aplikasi membodohi customer dan driver parah dimasukin ke restonya pasti ditunda/dilamain dulu, biar kita pesen yang express",1
"Sangat buruk, gojek malah makin buruk",1
"Aplikasi yg bagus, Promo nya banyak tapi sayang banyak juga Syarat dan Ketentuan berlakunya.",5
Makin gak jelas setiap order estimasinya gak sesuai lama dapat driver,1
Mantap sih,5
Ok,5
Sangat membatu,5
Mantap,5
Sangat membantu,5
Aplikasi nya berjalan Buruk,1
Mempermudah apa yg kita inginkan,5
Ok,5
Puas,5
"Bintang 0 buat costumer service gojek lelet ga di anggap laporan gw, satt bat emang",1
Pesen gofood udah nunggu satu setengah jam baru dapet driver hbis tu nunggu lagi 15menit tiba tiba pesanan di batalkan alasan resto tutup ini sebenarnya yang bermasalah restonya apa gojeknya dah dan ini udah berkali-kali loh tolong dong di perbaiki lagi dan kalo mau gosend juga susah banget dpet driver,3
Sekarang susah nyari driver bnyk yg nolak.apa lhi kl musim hujan,2
👍👍👍,5
"Lama-kelamaan, semakin banyak yg make aplikasi, oknum driver aplikasi ini banyak yang bikin kecewa.",2
👏,5
Masih terpantau baik,5
Mudah komplit dan aksessibel,5
Bagus disaat mager,5
Mantap pokoke,5
Kurang suka di karenakan driver pada ilang,1
"Ini gmna pesanan gofood sudah di confirm nunggu lama,tapi tiba"" kaga dpet driver KECEWAA BANGET MANA UDAH LAPER PULA!",2
good,5
Good Ok,5
trimkasih on time,5
"cari driver kek nyari kerja, padahal pilih express.",4
Josspar,5
Sangat membantu buat akoo yg magerannn,5
Agar tak kalah sama aplikasi sebelah saran aja ni radius pioritas 1/1.5 km cs masih sanggup nunggu dan buat driver bensin ga boros,5
Sangat membantu sekali👍,5
Aplikasi aneh!,1
KLO gofood nya pesanan terlambat tp byr nya expres parah g tu 🙄,4
"Saya pesan makanan dengan estimasi yang terlambat sangat lama, mana nggk bisa di cancel, seharusnya ada opsi untuk pembeli go food kalau waktu jauh melebihi estimasi bisa di cancel, atau setidaknya ada room chat buat pembeli dan pihak resto buat berpesan, terlambat hampir 1 jam itu apa maksudnya ??? Kalo memang resto atau driver nggak bisa on time langsung beri info biar saya tidak menunggu lama !!!! Kalo memang tidak bisa setidaknya ngomong !!! Biar saya punya opsi cari di tempat lain !!!",1
Terima kasih 😘💕,5
bagus,5
Apa apaan kode otp sulit masuk padahal sinyak bagus tolong segera diperbaiki,1
"Aplikasi gajelas, sistem drivernya gajelas",1
"Tolong jangan menawarkan pinjaman atau Paylater, Sangat Mengganggu Karna saya sudah 3 kali di tolak dan tiap 3 bulan selalu muncul penawaran pinjaman dan alhasil selalu di tolak",1
Sangat membantu dan mendukung dalam sebuah aktivitas masyarakat,5
"Keren, sinyal klo ujan lebih baik stabil dong.",5
Percuma di pertahankan lama lama nyiksa,2
Mantap,5
Sangat membantu untuk saya bepergian ke mana pun,5
Gw kecewa denga. Pelayanan jangan di dongloat guys gk bermanfaat,1
"TERLALU PILIH"" DRIVER SAMPAI"" PESANAN 3 JAM BELUM DATANG ALASANYA TIDAK ADA DRIVER, SEDANGKAN DI LAPANGAN/JALAN DRIVER BANYAK. IT NYA TOLOL APA SI DORA YANG TOLOL",1
Mantaap,5
Awalnya kecewa karena akun saya dengan nomor lama tidak bisa dilogin lagi setelah ganti nomor baru abis itu ditambah kecewa lagi karena tb2 saat saya order gofood alamatnya rumah saya berubah (udh nyalain lokasi+alamat asli saya tidak saya ubah). Dh lh mending apk pesaingnya aja,1
membantu,5
gojek sangat membantu dan mempermudah. thanks gojek.,5
"Semua aplikasi punya GO ini sudah pasti menyiksa pihak konsumen atau kalau gk pihak partnernya, masih lebih transparan punya sebelah, auto uninstall!!",1
"Hi, Gojek. Kalian keterlaluan sekali. Masa hanya telat 1 hari paylater dengan harga 16 ribu rupiah, dikenakan denda 50 ribu rupiah. Kurang ngajar banget. Saya tidak akan rekomendasi gopay later. Sangat kecewa!!!",1
suka utak atik foto di memori handphone.,1
Sekarang udah gada promo diskon jadi males make APK ini,1
"Parah sih gopaypaternya sama spinjamnya,gila aplikasih ini ga usah bawa2 dari instansi masalah keuangan lain intinya masih bertanggung jawab gua bayar dsni.gua bayar 3 bulan skaligus sblm tempo pas disaat ngajuin lagi g di acc,beda dengan aplikasi seblah g bakal gua rubah bintangnya kalo masih bgtu aplikasinya rugiiiiii",1
Siipp,5
Sangat membantu kebutuhan sehari hari,5
"Apk kocak udh 1jam nunggu ga dapet driver gabisa dibatalin, mau chat resto nya gabisa",1
Sy ksh bntang 5 krna sngt mudah d gunakan,5
Gila yah denda playlater gede banget 50 rb hanya telat sehari padahal nominal nominal playlaterku 60 rb. Gila sih padahal di aplikasi sebelah gk segede ini palingan belasan ribu dengan nominal playlaterku yg 60.,1
"Apk sama sekali tidak melindungi konsumen, hati2 dg pemesanan remote (bukan Anda penerimanya), dr pengalaman saya, apk ini melindungi mitranya, tapi tidak melindungi hak konsumen, chat dg customer service nya pun melalui mesin, bukan manusia aktif, kita tidak bisa berinteraksi langsung dg mereka, saya sangat kecewa, ga akan lagi pesan remote dr gojek",1
Gojek pasti ada jalan...,5
susah dapet driver,1
aplikasi yang bagus dan favorite sekeluarga 🙇‍♀️❤,5
"Beberapa kali melakukan pemesanan Gofood, dan selalu lama menunggu untuk mendapatkan driver. Padahal kondisi cuaca tidak hujan dan pemesanan sekitar jam set 6 sore. Dan ketika melakukan pembatalan, agak sulit karna hanya chat dengan sistem. Setelah mencoba kurang lebih 30 menit, berulangkali melakukan laporan baru diproses pembatalan. Padahal pesan dengan Gofood agar mempermudah, malah jadi menyusahkan. Waktu menunggu terbuang, belum lagi untuk melalukan pembatalan berulangkali membutuhkan waktu",1
Aplikasi yang bermanfaat untuk aq yg nga bisa bawa kendaraan,5
"makin pelit buat promo, juga pinjaman, ga bisa di ambil berkali-kali, padahal dah bayar tepat waktu, ga seperti aplikasi ijo sebelah. semakin mudah dan ga pelit",2
Bagus,4
Sangat membantu,5
Dapet driver susah di cancel terus!!!!,1
